Tanggal Penjualan;Nama Customer;Usia;Gender;Pekerjaan;Event;Nama Produk;Kategori Produk;Jumlah;Satuan;Merk;Harga Produk;Total Harga
07-Jan-25;Andi;35;Laki-laki;Pengusaha;Weekday;Kabel;Elektronik;2;Pcs;Tonn;5000;30000
07-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Baskom;Peralatan Dapur;1;Pcs;GM;80000;80000
07-Jan-25;Bambang;43;Laki-laki;Pekerja Pabrik;Weekday;Steker;Elektronik;2;Pcs;Visalux;4000;8000
07-Jan-25;Irfan;22;Laki-laki;Pegawai Kantor;Weekday;Steker ;Elektronik;1;Pcs;Visalux;30000;30000
07-Jan-25;Joko;34;Laki-laki;Pengusaha;Weekday;Pisau;Peralatan Dapur;1;Pcs;Dong Fang;15000;15000
08-Jan-25;Ardi;42;Laki-laki;Pekerja Pabrik;Weekday;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
08-Jan-25;Nur;34;Perempuan;Ibu Rumah Tangga;Weekday;Keranjang Sampah;Peralatan Dapur;1;Meter;GM;18.000;18.000
08-Jan-25;Wulan;27;Perempuan;Pegawai Kantor;Weekday;Kabel;Elektronik;5;Pcs;Tonn;5.000;25.000
08-Jan-25;Gunawan;33;Laki-laki;Teknisi;Weekday;Kabel;Elektronik;5;Pcs;Tonn;5.000;25.000
08-Jan-25;Nur;24;Perempuan;Pegawai Kantor;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
08-Jan-25;Tari;26;Perempuan;Pegawai Kantor;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
08-Jan-25;Rina;31;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15.000;15.000
08-Jan-25;Desi;21;Perempuan;Pelajar/Mahasiswa;Weekday;Pot;Perlengkapan Rumah;1;Pcs;CJP;25.000;25.000
08-Jan-25;Teguh;42;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Pcs;GM;25.000;75.000
08-Jan-25;Irfan;35;Laki-laki;Karyawan Swasta;Weekday;Regulator;Peralatan Dapur;1;Pcs;Destec;90.000;90.000
08-Jan-25;Dina;40;Perempuan;Ibu Rumah Tangga;Weekday;Sapu ;Peralatan Dapur;2;Pcs;Shun Hong;25.000;50.000
08-Jan-25;Desi;37;Perempuan;Ibu Rumah Tangga;Weekday;Sapu ;Peralatan Dapur;1;Pcs;Shun Hong;25.000;25.000
08-Jan-25;Ridwan;40;Laki-laki;Pekerja Pabrik;Weekday;Sikat;Perlengkapan Rumah;5;Pcs;Nagata;10.000;50.000
08-Jan-25;William;42;Laki-laki;Pekerja Pabrik;Weekday;Sikat;Perlengkapan Rumah;6;Pcs;Tidak Ada Merk;10.000;60.000
08-Jan-25;Gunawan;43;Laki-laki;Pekerja Pabrik;Weekday;Sikat;Perlengkapan Rumah;6;Pcs;Tidak Ada Merk;10.000;60.000
08-Jan-25;Surya;35;Laki-laki;Teknisi;Weekday;Stop Kontak;Elektronik;1;Pcs;Visalux;25.000;25.000
08-Jan-25;Teguh;42;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
08-Jan-25;Bagas;34;Laki-laki;Karyawan Swasta;Weekday;Skop;Perkakas;2;Pcs;Klintex;15.000;30.000
08-Jan-25;Rudi;32;Laki-laki;Teknisi;Weekday;Stop Kontak;Elektronik;1;Pcs;Visalux;25.000;25.000
08-Jan-25;Ardi;32;Laki-laki;Karyawan Swasta;Weekday;Toples;Peralatan Dapur;3;Pcs;Tidak Ada Merk;10.000;30.000
08-Jan-25;Reyhan;31;Laki-laki;Pengusaha;Weekday;Lampu LED;Elektronik;1;Pcs;Pot;53000;53000
08-Jan-25;Samsul;27;Laki-laki;Pegawai Kantor;Weekday;Sapu;Peralatan Dapur;2;Goni;Dato;45000;90000
08-Jan-25;Rudi;22;Laki-laki;Pelajar/Mahasiswa;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;18000;18000
08-Jan-25;Nicholas;26;Laki-laki;Pegawai Kantor;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;18000;18000
08-Jan-25;Ridwan;32;Laki-laki;Supir/Ojek Online;Weekday;Sapu;Peralatan Dapur;1;Pcs;Cotton Mop;25000;25000
08-Jan-25;Arif;36;Laki-laki;Pengusaha;Weekday;Sikat;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;3000;3000
08-Jan-25;Cahyono;42;Laki-laki;Karyawan Swasta;Weekday;Sikat;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;3000;3000
08-Jan-25;Heri;21;Laki-laki;Pelajar/Mahasiswa;Weekday;Pot;Perlengkapan Rumah;3;Pcs;GM;9000;27000
08-Jan-25;Bagas;43;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;1;Pcs;CJP;20000;20000
08-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekday;Kran;Peralatan Dapur;1;Pcs;GM;18000;18000
08-Jan-25;Bayu;33;Laki-laki;Supir/Ojek Online;Weekday;Sikat;Perlengkapan Rumah;1;Pcs;Nagata;10000;10000
08-Jan-25;Yanto;32;Laki-laki;Supir/Ojek Online;Weekday;Kabel;Elektronik;2;Meter;Tonn;5000;10000
09-Jan-25;Eko;45;Laki-laki;Pekerja Pabrik;Weekday;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
09-Jan-25;Melati;38;Perempuan;Ibu Rumah Tangga;Weekday;Baskom;Peralatan Dapur;2;Pcs;GM;20.000;40.000
09-Jan-25;Tono;33;Laki-laki;Karyawan Swasta;Weekday;Batu Asah;Peralatan Dapur;1;Pcs;Jaya Mata;50.000;50.000
09-Jan-25;Reni;30;Perempuan;Ibu Rumah Tangga;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;30.000;30.000
09-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekday;Ember ;Peralatan Dapur;1;Pcs;GM;90.000;90.000
09-Jan-25;Lina;22;Perempuan;Pelajar/Mahasiswa;Weekday;Kran;Perkakas;1;Pcs;Tidak Ada Merk;15.000;15.000
09-Jan-25;Bambang;33;Laki-laki;Teknisi;Weekday;Kalkulator;Elektronik;1;Pcs;Citizen;35.000;35.000
09-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
09-Jan-25;Melati;38;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15.000;15.000
09-Jan-25;Dina;19;Perempuan;Pelajar/Mahasiswa;Weekday;Pot;Perlengkapan Rumah;1;Pcs;GM;25.000;25.000
09-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Pcs;Mio;25.000;75.000
09-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Pcs;Mio;25.000;75.000
09-Jan-25;Teguh;42;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Pcs;GM;25.000;75.000
09-Jan-25;Gilang;41;Laki-laki;Pekerja Pabrik;Weekday;Seal Tape;Perkakas;6;Pcs;Dcota;15.000;90.000
09-Jan-25;Lina;22;Perempuan;Pelajar/Mahasiswa;Weekday;Tali tambang;Perkakas;2;Pcs;Tidak Ada Merk;15.000;30.000
09-Jan-25;Nur;34;Perempuan;Ibu Rumah Tangga;Weekday;Skop ;Perkakas;2;Pcs;Klintex;15.000;30.000
09-Jan-25;Reyhan;41;Laki-laki;Pekerja Pabrik;Weekday;Tanah Campur;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
09-Jan-25;Andi;35;Laki-laki;Karyawan Swasta;Weekday;Toples;Peralatan Dapur;3;Pcs;Tidak Ada Merk;10.000;30.000
09-Jan-25;Desi;37;Perempuan;Ibu Rumah Tangga;Weekday;Baskom;Peralatan Dapur;2;Pcs;GM;20000;40000
09-Jan-25;Gunawan;43;Laki-laki;Pekerja Pabrik;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;30000;30000
09-Jan-25;Rina;31;Perempuan;Pegawai Kantor;Weekday;Kalkulator;Elektronik;1;Pcs;Citizen;35000;35000
09-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Toples;Peralatan Dapur;3;Pcs;Tidak Ada Merk;4000;200000
09-Jan-25;Lestari;37;Perempuan;Karyawan Swasta;Weekday;Ember;Peralatan Dapur;1;Pcs;GM;28000;28000
09-Jan-25;Reni;30;Perempuan;Supir/Ojek Online;Weekday;Pot;Perlengkapan Rumah;2;Pcs;Mio;17000;34000
09-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Pot;Perlengkapan Rumah;1;Pcs;GM;33000;33000
09-Jan-25;Yulia;40;Perempuan;Ibu Rumah Tangga;Weekday;Batu Asah;Peralatan Dapur;1;Pcs;Jaya Mata;50000;50000
09-Jan-25;Wulan;19;Perempuan;Pelajar/Mahasiswa;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;17000;17000
09-Jan-25;Sari;20;Perempuan;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Goni;Tidak Ada Merk;17000;17000
09-Jan-25;Tari;40;Perempuan;Pekerja Pabrik;Weekday;Skop;Peralatan Dapur;2;Pcs;Klintex;15000;30000
10-Jan-25;Yanti;21;Perempuan;Pelajar/Mahasiswa;Weekday;Jas Hujan ;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;10.000;10.000
10-Jan-25;Adit;47;Laki-laki;Pekerja Pabrik;Weekday;Jas Hujan ;Perlengkapan Rumah;10;Pcs;Tiger Head;10.000;100.000
10-Jan-25;Rizky;34;Laki-laki;Karyawan Swasta;Weekday;Ember;Peralatan Dapur;1;Pcs;GM;90.000;90.000
10-Jan-25;Hendra;38;Laki-laki;Karyawan Swasta;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;55.000;55.000
10-Jan-25;William;42;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;2;Pcs;Mio;25.000;50.000
10-Jan-25;Eko;45;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;2;Pcs;Mio;25.000;50.000
10-Jan-25;Melati;38;Perempuan;Ibu Rumah Tangga;Weekday;Sapu ;Peralatan Dapur;2;Goni;Shun Hong;25.000;50.000
10-Jan-25;Dani;42;Laki-laki;Pekerja Pabrik;Weekday;Sapu;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
10-Jan-25;Ardi;32;Laki-laki;Karyawan Swasta;Weekday;Spon ;Peralatan Dapur;5;Pcs;Scotch Brite;10.000;50.000
10-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekday;Sapu;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;13000;26000
10-Jan-25;Dina;40;Perempuan;Pekerja Pabrik;Weekday;Ember;Peralatan Dapur;1;Pcs;GM;90000;90000
10-Jan-25;Yanti;38;Perempuan;Karyawan Swasta;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;58000;58000
10-Jan-25;Joko;34;Laki-laki;Pengusaha;Weekday;Pot;Perlengkapan Rumah;2;Pcs;Mio;20000;40000
11-Jan-25;Yulia;19;Perempuan;Pelajar/Mahasiswa;Weekend;Hanger;Perlengkapan Rumah;1;Pcs;My Sun;15.000;15.000
11-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Klem;Perkakas;4;Bungkus;Tidak Ada Merk;15.000;60.000
11-Jan-25;Samsul;22;Laki-laki;Pelajar/Mahasiswa;Weekday;Payung ;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;15.000;15.000
11-Jan-25;Nina;21;Perempuan;Pelajar/Mahasiswa;Weekday;Pot;Perlengkapan Rumah;2;Pcs;Mio;25.000;50.000
11-Jan-25;Joko;44;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;3;Pcs;GM;25.000;75.000
11-Jan-25;Tari;19;Perempuan;Pelajar/Mahasiswa;Weekend;Sarung tangan ;Perkakas;1;Pcs;Sun;10.000;10.000
11-Jan-25;Ardi;32;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
11-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Sapu ;Peralatan Dapur;2;Pcs;Shun Hong;25.000;50.000
11-Jan-25;Dani;42;Laki-laki;Pekerja Pabrik;Weekend;Sapu;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
11-Jan-25;Yulianto;40;Laki-laki;Pekerja Pabrik;Weekday;Tali Tambang ;Perkakas;3;Pcs;Tidak Ada Merk;25.000;75.000
11-Jan-25;Rina;31;Perempuan;Ibu Rumah Tangga;Weekday;Spon;Peralatan Dapur;2;Pcs;Susemi;7.000;14.000
11-Jan-25;Tari;19;Perempuan;Pelajar/Mahasiswa;Weekday;Tali Tambang ;Perkakas;1;Pcs;Tidak Ada Merk;15.000;15.000
11-Jan-25;Dani;37;Laki-laki;Karyawan Swasta;Weekend;Toples;Peralatan Dapur;4;Pcs;Tidak Ada Merk;10.000;40.000
11-Jan-25;Andi;35;Laki-laki;Pengusaha;Weekend;Spon;Peralatan Dapur;2;Pcs;Susemi;7000;14000
11-Jan-25;Rizky;22;Laki-laki;Pelajar/Mahasiswa;Weekend;Sapu;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13000;13000
11-Jan-25;Gilang;21;Laki-laki;Pelajar/Mahasiswa;Weekend;Klem Selang;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;2000;4000
11-Jan-25;Tono;31;Laki-laki;Pegawai Kantor;Weekend;Tali Tambang;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;13000;13000
11-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekend;Sarung Tangan;Perlengkapan Rumah;3;Pasang;Sun;10000;30000
11-Jan-25;Fauzan;30;Laki-laki;Supir/Ojek Online;Weekend;Sapu;Peralatan Dapur;2;Pcs;Shun Hong;25000;50000
11-Jan-25;Agus;25;Laki-laki;Pegawai Kantor;Weekend;Pot;Perlengkapan Rumah;1;Pcs;GM;13000;13000
11-Jan-25;Bambang;43;Laki-laki;Pekerja Pabrik;Weekend;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;17000;17000
11-Jan-25;Irfan;22;Laki-laki;Pegawai Kantor;Weekend;Tali Tambang;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;4000;12000
11-Jan-25;Budi;30;Laki-laki;Pengusaha;Weekend;Toples;Peralatan Dapur;3;Pcs;Tidak Ada Merk;4000;52000
12-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekend;Baskom ;Peralatan Dapur;1;pcs;Lion Star;35.000;35.000
12-Jan-25;Teguh;34;Laki-laki;Teknisi;Weekend;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
12-Jan-25;Irfan;42;Laki-laki;Pekerja Pabrik;Weekend;Kuas ;Perkakas;12;Pcs;Joker;5.000;60.000
12-Jan-25;Hendra;42;Laki-laki;Pekerja Pabrik;Weekend;Obeng;Perkakas;5;Pcs;Tidak Ada Merk;10.000;50.000
12-Jan-25;Yosef;41;Laki-laki;Pekerja Pabrik;Weekend;Pot;Perlengkapan Rumah;2;Pcs;Mio;25.000;50.000
12-Jan-25;Rizky;43;Laki-laki;Pekerja Pabrik;Weekend;Pot;Perlengkapan Rumah;3;Pcs;GM;25.000;75.000
12-Jan-25;Fajar;35;Laki-laki;Karyawan Swasta;Weekend;Sapu;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
12-Jan-25;Arif;39;Laki-laki;Karyawan Swasta;Weekend;Sapu;Peralatan Dapur;2;Pcs;Sunny;25.000;50.000
12-Jan-25;Irfan;42;Laki-laki;Pekerja Pabrik;Weekend;Sapu;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
12-Jan-25;Agus;43;Laki-laki;Pekerja Pabrik;Weekend;Sarung tangan ;Perkakas;12;Pcs;Sun;10.000;120.000
12-Jan-25;Agus;43;Laki-laki;Pekerja Pabrik;Weekend;Skop;Perkakas;5;Pcs;Klintex;15.000;75.000
12-Jan-25;Fauzan;40;Laki-laki;Karyawan Swasta;Weekend;Saringan;Peralatan Dapur;2;Pcs;PUP;10.000;20.000
12-Jan-25;Hendra;42;Laki-laki;Pekerja Pabrik;Weekend;Tanah Campur;Perlengkapan Rumah;5;Pcs;Tidak Ada Merk;20.000;100.000
12-Jan-25;Teguh;45;Laki-laki;Pekerja Pabrik;Weekend;Tanah Campur;Perlengkapan Rumah;1;Goni;Tidak Ada Merk;17000;17000
12-Jan-25;Yanto;32;Laki-laki;Supir/Ojek Online;Weekend;Skop;Perlengkapan Rumah;1;Pcs;Klintex;15000;15000
12-Jan-25;Adit;37;Laki-laki;Karyawan Swasta;Weekend;Kuas;Perlengkapan Rumah;1;Pcs;Joker;6000;6000
12-Jan-25;Heri;21;Laki-laki;Pelajar/Mahasiswa;Weekend;Saringan;Peralatan Dapur;1;Pcs;PUP;8000;8000
12-Jan-25;Nicholas;26;Laki-laki;Pegawai Kantor;Weekend;Pot;Perlengkapan Rumah;1;Pcs;Mio;20000;20000
12-Jan-25;Rudi;22;Laki-laki;Pelajar/Mahasiswa;Weekend;Pot;Perlengkapan Rumah;1;Pcs;GM;22000;22000
12-Jan-25;Bagas;43;Laki-laki;Pekerja Pabrik;Weekend;Baskom;Peralatan Dapur;1;Pcs;Lion Star;25000;25000
13-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
13-Jan-25;Sam;41;Laki-laki;Pekerja Pabrik;Weekday;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
13-Jan-25;Yanti;21;Perempuan;Pelajar/Mahasiswa;Weekend;Hanger;Perlengkapan Rumah;1;Pcs;My Sun;10.000;10.000
13-Jan-25;Nicholas;19;Laki-laki;Pelajar/Mahasiswa;Weekend;Hanger ;Perlengkapan Rumah;1;Pcs;Yuwei;10.000;10.000
13-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekend;Gembok;Perlengkapan Rumah;5;Pcs;XP;20.000;100.000
13-Jan-25;Arif;45;Laki-laki;Pekerja Pabrik;Weekend;Jas Hujan ;Perlengkapan Rumah;10;Pcs;Tidak Ada Merk;10.000;100.000
13-Jan-25;Tari;30;Perempuan;Ibu Rumah Tangga;Weekend;Pisau;Peralatan Dapur;2;Pcs;Dong Fang;15.000;30.000
13-Jan-25;Dina;19;Perempuan;Pelajar/Mahasiswa;Weekday;Pot;Perlengkapan Rumah;2;Pcs;GM;25.000;50.000
13-Jan-25;Tono;33;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
13-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekend;Sapu;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
13-Jan-25;Dewi;45;Perempuan;Ibu Rumah Tangga;Weekend;Serbet ;Peralatan Dapur;2;Pcs;Aneka Produksi;6.000;12.000
13-Jan-25;Lestari;23;Perempuan;Pelajar/Mahasiswa;Weekend;Sikat ;Perlengkapan Rumah;1;Pcs;Nagoya;10.000;10.000
13-Jan-25;Gilang;41;Laki-laki;Pekerja Pabrik;Weekend;Tali Tambang ;Perkakas;2;Pcs;Tidak Ada Merk;25.000;50.000
13-Jan-25;Siti;32;Perempuan;Ibu Rumah Tangga;Weekday;Spon ;Peralatan Dapur;2;Pcs;Susemi;7.000;14.000
13-Jan-25;Wulan;44;Perempuan;Ibu Rumah Tangga;Weekend;Tampi;Peralatan Dapur;2;Pcs;Manau;10.000;20.000
13-Jan-25;Irfan;35;Laki-laki;Karyawan Swasta;Weekend;Toples;Peralatan Dapur;2;Pcs;Shinpo;15.000;30.000
13-Jan-25;Sari;20;Perempuan;Pelajar/Mahasiswa;Weekday;Celengan;Souvenir;2;Pcs;Tidak Ada Merk;3000;6000
13-Jan-25;Siti;32;Perempuan;Ibu Rumah Tangga;Weekday;Celengan;Souvenir;1;Pcs;Tidak Ada Merk;5000;5000
13-Jan-25;Tari;40;Perempuan;Pekerja Pabrik;Weekday;Tampi;Peralatan Dapur;1;Pcs;Manau;10000;10000
13-Jan-25;Indah;39;Perempuan;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;1;Pcs;GM;33000;33000
13-Jan-25;Dewi;25;Perempuan;Pegawai Kantor;Weekday;Toples;Peralatan Dapur;2;Pcs;Shinpo;15000;30000
13-Jan-25;Rina;31;Perempuan;Pegawai Kantor;Weekday;Serbet;Peralatan Dapur;3;Pcs;Aneka Produksi;6000;72000
13-Jan-25;Ayu;41;Perempuan;Pekerja Pabrik;Weekday;Gembok;Perlengkapan Rumah;1;Pcs;XP;20000;20000
14-Jan-25;Rizky;43;Laki-laki;Pekerja Pabrik;Weekday;Evamatic;Perkakas;6;Pcs;Tidak Ada Merk;20.000;120.000
14-Jan-25;Rahmat;44;Laki-laki;Pekerja Pabrik;Weekday;Jas Hujan ;Perlengkapan Rumah;10;Pcs;Tidak Ada Merk;10.000;100.000
14-Jan-25;Fauzan;40;Laki-laki;Karyawan Swasta;Weekday;Gayung;Peralatan Dapur;3;Pcs;Vinoda;15.000;45.000
14-Jan-25;Citra;20;Perempuan;Pelajar/Mahasiswa;Weekday;Kuas ;Perkakas;3;Pcs;Joker;5.000;15.000
14-Jan-25;Gilang;41;Laki-laki;Pekerja Pabrik;Weekday;Klem;Perkakas;4;Bungkus;Tidak Ada Merk;15.000;60.000
14-Jan-25;Yanti;30;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Nagata;45.000;45.000
14-Jan-25;Bagas;34;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
14-Jan-25;Reyhan;31;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Potens;30.000;30.000
14-Jan-25;Hendra;38;Laki-laki;Karyawan Swasta;Weekday;Panci ;Peralatan Dapur;1;Pcs;Muliya;55.000;55.000
14-Jan-25;Reyhan;41;Laki-laki;Pekerja Pabrik;Weekday;Paku ;Perkakas;3;Bungkus;Tidak Ada Merk;15.000;45.000
14-Jan-25;Bagas;43;Laki-laki;Pekerja Pabrik;Weekday;Pot;Perlengkapan Rumah;2;Pcs;GM;25.000;50.000
14-Jan-25;Reyhan;36;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
14-Jan-25;Yanto;43;Laki-laki;Pekerja Pabrik;Weekday;Sapu;Perlengkapan Rumah;3;Pcs;Tidak Ada Merk;20.000;60.000
14-Jan-25;Agus;43;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Sunny;25.000;50.000
14-Jan-25;Yusuf;41;Laki-laki;Pekerja Pabrik;Weekday;Sapu;Perlengkapan Rumah;4;Pcs;Tidak Ada Merk;20.000;80.000
14-Jan-25;Fitri;22;Perempuan;Pelajar/Mahasiswa;Weekday;Selang;Perkakas;1;Pcs;Tidak Ada Merk;20.000;20.000
14-Jan-25;Maya;19;Perempuan;Pelajar/Mahasiswa;Weekday;Tanah Campur;Perlengkapan Rumah;1;Bungkus;Tidak Ada Merk;20.000;20.000
14-Jan-25;Citra;30;Perempuan;Ibu Rumah Tangga;Weekday;Toples ;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15.000;15.000
14-Jan-25;Yanto;34;Laki-laki;Karyawan Swasta;Weekday;Toples ;Peralatan Dapur;5;Pcs;Shinpo;15.000;75.000
14-Jan-25;Yusuf;37;Laki-laki;Pengusaha;Weekday;Sapu;Peralatan Dapur;1;Pcs;Sunny;25000;25000
14-Jan-25;Teguh;38;Laki-laki;Karyawan Swasta;Weekday;Sapu;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;13000;26000
14-Jan-25;Desi;37;Perempuan;Ibu Rumah Tangga;Weekday;Kuas;Perlengkapan Rumah;1;Pcs;Joker;3000;3000
14-Jan-25;Fauzan;30;Laki-laki;Supir/Ojek Online;Weekday;Toples;Peralatan Dapur;1;Pcs;Shinpo;28000;28000
14-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Selang;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;8000;32000
14-Jan-25;Bambang;43;Laki-laki;Pekerja Pabrik;Weekday;Toples;Peralatan Dapur;1;Pcs;Tidak Ada Merk;8000;8000
14-Jan-25;Citra;24;Perempuan;Pegawai Kantor;Weekday;Gayung;Peralatan Dapur;1;Pcs;Vinoda;7000;7000
14-Jan-25;Nina;21;Perempuan;Pelajar/Mahasiswa;Weekday;Sapu;Perlengkapan Rumah;2;Pcs;Tidak Ada Merk;13000;26000
14-Jan-25;Agus;25;Laki-laki;Pegawai Kantor;Weekday;Lampu LED;Elektronik;1;Pcs;Pot;22000;22000
14-Jan-25;Dani;37;Laki-laki;Karyawan Swasta;Weekday;Panci;Peralatan Dapur;1;Pcs;Muliya;58000;58000
14-Jan-25;Melati;35;Perempuan;Pegawai Kantor;Weekday;Pot;Perlengkapan Rumah;3;Pcs;GM;33000;198000
14-Jan-25;Hendra;38;Laki-laki;Karyawan Swasta;Weekday;Lampu LED;Elektronik;1;Pcs;Pot;22000;22000
14-Jan-25;Surya;45;Laki-laki;Pekerja Pabrik;Weekday;Evamatic;Perlengkapan Rumah;1;Pcs;Tidak Ada Merk;20000;20000
15-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Celengan;Souvenir;12;Pcs;Tidak Ada Merk;5.000;60.000
15-Jan-25;Bayu;19;Laki-laki;Pelajar/Mahasiswa;Weekday;Hanger;Perlengkapan Rumah;1;Pcs;My Sun;10.000;10.000
15-Jan-25;Indah;47;Perempuan;Ibu Rumah Tangga;Weekday;Gayung;Peralatan Dapur;2;Pcs;Vinoda;7.000;14.000
15-Jan-25;Lestari;23;Perempuan;Pelajar/Mahasiswa;Weekday;Hanger ;Perlengkapan Rumah;1;Pcs;Yuwei;10.000;10.000
15-Jan-25;Samsul;40;Laki-laki;Pekerja Pabrik;Weekday;Evamatic;Perkakas;6;Pcs;Tidak Ada Merk;20.000;120.000
15-Jan-25;Maya;39;Perempuan;Ibu Rumah Tangga;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15.000;15.000
15-Jan-25;Gunawan;33;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;2;Pcs;Tidak Ada Merk;25.000;50.000
15-Jan-25;Samsul;36;Laki-laki;Teknisi;Weekday;Lampu LED;Elektronik;1;Pcs;Tidak Ada Merk;25.000;25.000
15-Jan-25;Samsul;37;Laki-laki;Karyawan Swasta;Weekday;Sapu;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
15-Jan-25;Dani;37;Laki-laki;Karyawan Swasta;Weekday;Sapu ;Peralatan Dapur;2;Pcs;Tidak Ada Merk;15.000;30.000
15-Jan-25;Fajar;25;Laki-laki;Pegawai Kantor;Weekday;Sapu;Peralatan Dapur;1;Pcs;Tidak Ada Merk;15000;15000
